index,x1,x2,y
221,8.8295,10.4648,3
1789,27.4963,17.4062,18
105,16.7139,11.5849,2
2169,14.0919,26.0703,22
1096,23.2781,9.0227,11
1446,18.9288,19.2853,15
2321,26.5165,22.5467,24
1444,20.3502,19.6694,15
1861,10.7546,8.1694,19
1229,15.7594,9.6828,13
634,20.9275,26.0404,7
2740,10.3452,24.2947,28
2605,21.8222,10.9639,27
2320,26.7488,22.7054,24
2499,21.2541,5.5934,25
2203,23.8025,26.9719,23
2627,22.0062,11.5826,27
1161,25.1204,14.2299,12
2002,9.6713,20.6906,21
2182,14.5289,26.5602,22
497,5.7613,19.5889,5
426,5.0621,20.1478,5
1623,12.8177,14.7014,17
350,24.0049,23.9129,4
781,12.5164,17.8248,8
1414,20.7849,20.4767,15
1290,15.5915,9.3033,13
2034,8.7559,21.7716,21
1121,25.7322,15.6881,12
1557,8.4983,16.224,16
2636,22.6318,10.7615,27
1801,12.0909,7.6795,19
2131,14.7451,24.9019,22
230,7.898,10.2049,3
2832,15.1729,22.8503,29
1308,16.4793,14.9981,14
1128,26.3693,14.5795,12
593,26.6131,11.5734,6
2219,24.0325,26.4337,23
2534,21.7072,15.4374,26
2529,22.8687,15.1568,26
1958,5.4462,29.2742,20
693,20.7044,27.4411,7
2897,15.6766,22.2086,29
2468,22.0729,5.2691,25
463,3.9627,20.8884,5
458,5.3864,20.8355,5
2152,13.1466,26.896,22
773,12.9097,19.2071,8
2972,5.1196,10.2118,30
1973,6.2719,27.4687,20
1078,22.8572,7.9302,11
172,17.4913,10.428,2
2550,24.3039,15.4903,26
2524,23.0619,16.1826,26
2551,22.7077,15.3845,26
1987,6.9688,27.563,20
2076,9.6828,21.5922,21
1776,26.6085,18.4205,18
2087,7.8014,22.0361,21
2666,21.6865,12.2335,27
1152,26.0473,13.2018,12
1335,16.4149,14.8532,14
625,21.7003,27.2571,7
2870,14.3909,22.1925,29
1411,19.7821,20.2237,15
2029,9.1147,21.5784,21
2417,22.6755,4.6021,25
212,8.8456,10.3866,3
185,19.3934,12.5601,2
1972,5.9269,27.8781,20
2633,23.5518,12.2174,27
2874,16.1343,21.1414,29
1375,17.3441,15.2258,14
2866,15.6352,21.3944,29
2224,24.8375,27.8896,23
1443,21.5646,20.4031,15
2142,13.3536,26.3026,22
838,18.3952,24.6719,9
2871,14.9613,21.2081,29
2223,25.1825,26.3578,23
702,13.9792,18.8575,8
2521,23.4782,15.7686,26
2149,14.5611,26.9167,22
2881,15.8629,23.6714,29
3009,5.897,17.3625,31
942,11.1594,21.445,10
2418,20.0857,6.1937,25
1878,10.1796,7.9578,19
22,25.999,4.8551,1
2196,13.4709,27.3031,22
178,18.4803,12.0955,2
979,12.9235,21.675,10
2278,25.7414,28.1334,23
1448,20.4836,19.3175,15
737,13.1052,19.4624,8
2234,26.1899,28.0414,23
2329,26.0588,21.1207,24
1906,5.2737,27.8206,20
1117,25.4194,14.4622,12
2254,26.2635,28.6946,23
260,7.0815,10.4993,3
331,25.5827,23.7864,4
921,11.5481,21.9809,10
412,6.0672,19.8695,5
1575,9.301,16.2976,16
50,26.4958,5.9039,1
57,25.4217,7.3138,1
2337,25.7713,23.0297,24
301,24.6972,24.4442,4
1740,27.885,16.4747,18
1254,15.7824,8.5811,13
1090,23.3586,9.9243,11
924,12.6475,21.6497,10
733,14.0781,17.9214,8
341,26.0036,25.7782,4
2692,22.6157,11.8517,27
1812,10.8443,7.7301,19
2983,4.701,9.8783,30
436,6.1638,19.766,5
795,13.8458,19.3543,8
2724,10.2762,24.6512,28
686,22.0637,27.8965,7
136,18.5171,9.876,2
925,12.2404,21.2472,10
1814,12.6751,7.4955,19
2358,26.2221,21.675,24
7,24.6535,6.2443,1
572,27.8942,10.4786,6
1768,27.7447,16.8749,18
11,26.7373,4.4756,1
2371,26.2175,21.5738,24
3021,5.7406,15.9641,31
2229,23.3747,28.3703,23
39,25.0215,6.564,1
1822,10.4579,9.0204,19
2476,22.5352,5.8878,25
732,13.349,18.2342,8
298,7.7508,10.9478,3
1005,22.9768,8.2591,11
2198,13.7906,26.2635,22
2927,4.0662,9.8415,30
1099,23.4851,8.3074,11
1180,26.1853,14.4668,12
761,13.0454,19.0346,8
